
Employee Wage for day0 of emp 1 of month 1 : 0
Employee Wage for day1 of emp 1 of month 1 : 168
Employee Wage for day10 of emp 1 of month 1 : 168
Employee Wage for day11 of emp 1 of month 1 : 84
Employee Wage for day12 of emp 1 of month 1 : 168
Employee Wage for day2 of emp 1 of month 1 : 16
Employee Wage for day3 of emp 1 of month 1 : 168
Employee Wage for day4 of emp 1 of month 1 : 0
Employee Wage for day5 of emp 1 of month 1 : 0
Employee Wage for day6 of emp 1 of month 1 : 168
Employee Wage for day7 of emp 1 of month 1 : 168
Employee Wage for day8 of emp 1 of month 1 : 0
Employee Wage for day9 of emp 1 of month 1 : 168
